ElectionName,LocalityName,LocalityCode,RaceName,NumberOfSeats,BallotName,Percentage,Votes,PoliticalParty
2015 November General,COLONIAL HEIGHTS CITY,570,Member House of Delegates (066),1,"M. Kirkland ""Kirk"" Cox",97.67%,2428,Republican
2015 November General,COLONIAL HEIGHTS CITY,570,Member House of Delegates (066),1,Write In,2.33%,58,Write-In
2015 November General,COLONIAL HEIGHTS CITY,570,Member City Council - Special (COLONIAL HEIGHTS CITY),1,David W. Bucciarelli II,9.14%,241,
2015 November General,COLONIAL HEIGHTS CITY,570,Member City Council - Special (COLONIAL HEIGHTS CITY),1,David P. Hoopsick,36.94%,974,
2015 November General,COLONIAL HEIGHTS CITY,570,Member City Council - Special (COLONIAL HEIGHTS CITY),1,"E. ""Betsy"" Gentry Luck",53.28%,1405,
2015 November General,COLONIAL HEIGHTS CITY,570,Member City Council - Special (COLONIAL HEIGHTS CITY),1,Write In,0.64%,17,
2015 November General,COVINGTON CITY,580,Member Senate of Virginia (025),1,R. Creigh Deeds,98.52%,929,Democratic
2015 November General,COVINGTON CITY,580,Member Senate of Virginia (025),1,Write In,1.48%,14,Write-In
2015 November General,COVINGTON CITY,580,Member House of Delegates (019),1,Terry L. Austin,99.29%,837,Republican
2015 November General,COVINGTON CITY,580,Member House of Delegates (019),1,Write In,0.71%,6,Write-In
2015 November General,COVINGTON CITY,580,Clerk of Court (ALLEGHANY COUNTY-COVINGTON CITY),1,Debra N. Byer,99.55%,878,
2015 November General,COVINGTON CITY,580,Clerk of Court (ALLEGHANY COUNTY-COVINGTON CITY),1,Write In,0.45%,4,
2015 November General,COVINGTON CITY,580,Commonwealth's Attorney (ALLEGHANY COUNTY-COVINGTON CITY),1,Edward K. Stein,97.76%,828,
2015 November General,COVINGTON CITY,580,Commonwealth's Attorney (ALLEGHANY COUNTY-COVINGTON CITY),1,Write In,2.24%,19,
2015 November General,COVINGTON CITY,580,Sheriff (ALLEGHANY COUNTY-COVINGTON CITY),1,"William W. ""Billy"" Angle",13.78%,149,
2015 November General,COVINGTON CITY,580,Sheriff (ALLEGHANY COUNTY-COVINGTON CITY),1,Richard G. Crosier II,16.93%,183,
2015 November General,COVINGTON CITY,580,Sheriff (ALLEGHANY COUNTY-COVINGTON CITY),1,Kevin W. Hall,69.10%,747,
2015 November General,COVINGTON CITY,580,Sheriff (ALLEGHANY COUNTY-COVINGTON CITY),1,Write In,0.19%,2,
2015 November General,COVINGTON CITY,580,Soil and Water Conservation Director Mountain District (COVINGTON CITY),2,Allen L. Dressler,99.59%,969,
2015 November General,COVINGTON CITY,580,Soil and Water Conservation Director Mountain District (COVINGTON CITY),2,Emmett F. Boguess,0.10%,1,
2015 November General,COVINGTON CITY,580,Soil and Water Conservation Director Mountain District (COVINGTON CITY),2,Write In,0.31%,3,
2015 November General,CRAIG COUNTY,045,Member Senate of Virginia (023),1,"Stephen D. ""Steve"" Newman",98.15%,1641,Republican
2015 November General,CRAIG COUNTY,045,Member Senate of Virginia (023),1,Write In,1.85%,31,Write-In
2015 November General,CRAIG COUNTY,045,Member House of Delegates (008),1,Gregory D. Habeeb,98.35%,1672,Republican
2015 November General,CRAIG COUNTY,045,Member House of Delegates (008),1,Write In,1.65%,28,Write-In
2015 November General,CRAIG COUNTY,045,Clerk of Court (CRAIG COUNTY),1,Sharon P. Oliver,99.41%,1853,
2015 November General,CRAIG COUNTY,045,Clerk of Court (CRAIG COUNTY),1,Write In,0.59%,11,
2015 November General,CRAIG COUNTY,045,Commonwealth's Attorney (CRAIG COUNTY),1,Thaddeus Robert Cox,97.24%,1588,
2015 November General,CRAIG COUNTY,045,Commonwealth's Attorney (CRAIG COUNTY),1,Write In,2.76%,45,
2015 November General,CRAIG COUNTY,045,Sheriff (CRAIG COUNTY),1,L. Trevor N. Craddock,61.11%,1287,
2015 November General,CRAIG COUNTY,045,Sheriff (CRAIG COUNTY),1,Danny M. McPherson,14.34%,302,
2015 November General,CRAIG COUNTY,045,Sheriff (CRAIG COUNTY),1,Paris L. Parsons,24.50%,516,
2015 November General,CRAIG COUNTY,045,Sheriff (CRAIG COUNTY),1,Write In,0.05%,1,
2015 November General,CRAIG COUNTY,045,Commissioner of Revenue (CRAIG COUNTY),1,Elizabeth C. Huffman,98.81%,1750,
2015 November General,CRAIG COUNTY,045,Commissioner of Revenue (CRAIG COUNTY),1,Write In,1.19%,21,
2015 November General,CRAIG COUNTY,045,Treasurer (CRAIG COUNTY),1,Jackie Myers Parsons,97.50%,1713,
2015 November General,CRAIG COUNTY,045,Treasurer (CRAIG COUNTY),1,Write In,2.50%,44,
2015 November General,CRAIG COUNTY,045,Soil and Water Conservation Director Mountain Castles District (CRAIG COUNTY),2,Andrew E. Keffer,19.39%,57,
2015 November General,CRAIG COUNTY,045,Soil and Water Conservation Director Mountain Castles District (CRAIG COUNTY),2,Jason R. Williams,24.49%,72,
2015 November General,CRAIG COUNTY,045,Soil and Water Conservation Director Mountain Castles District (CRAIG COUNTY),2,Write In,56.12%,165,
2015 November General,CRAIG COUNTY,045,Member Board of Supervisors (CRAIG CITY DISTRICT),1,Robert D. Peters II,44.14%,177,
2015 November General,CRAIG COUNTY,045,Member Board of Supervisors (CRAIG CITY DISTRICT),1,Rusty M. Zimmerman,52.62%,211,
2015 November General,CRAIG COUNTY,045,Member Board of Supervisors (CRAIG CITY DISTRICT),1,Write In,3.24%,13,
2015 November General,CRAIG COUNTY,045,Member Board of Supervisors (CRAIG CREEK DISTRICT),1,Casey L. McKenzie,83.29%,294,
2015 November General,CRAIG COUNTY,045,Member Board of Supervisors (CRAIG CREEK DISTRICT),1,Write In,16.71%,59,
2015 November General,CRAIG COUNTY,045,Member Board of Supervisors (POTTS MOUNTAIN DISTRICT),1,Carl D. Bailey,98.24%,335,
2015 November General,CRAIG COUNTY,045,Member Board of Supervisors (POTTS MOUNTAIN DISTRICT),1,Write In,1.76%,6,
2015 November General,CRAIG COUNTY,045,Member School Board (CRAIG CITY DISTRICT),1,Patrick A. Myers,89.47%,306,
2015 November General,CRAIG COUNTY,045,Member School Board (CRAIG CITY DISTRICT),1,Write In,10.53%,36,
2015 November General,CRAIG COUNTY,045,Member School Board (CRAIG CREEK DISTRICT),1,Susan M. Crenshaw,60.48%,225,
2015 November General,CRAIG COUNTY,045,Member School Board (CRAIG CREEK DISTRICT),1,Jennifer Fisher McPherson,39.52%,147,
2015 November General,CRAIG COUNTY,045,Member School Board (CRAIG CREEK DISTRICT),1,Write In,0.00%,0,
2015 November General,CRAIG COUNTY,045,Member School Board (POTTS MOUNTAIN DISTRICT),1,Aaron M. Calfee,67.51%,241,
2015 November General,CRAIG COUNTY,045,Member School Board (POTTS MOUNTAIN DISTRICT),1,Write In,32.49%,116,
2015 November General,CULPEPER COUNTY,047,Member Senate of Virginia (017),1,Ned L. Gallaway,34.01%,1350,Democratic
2015 November General,CULPEPER COUNTY,047,Member Senate of Virginia (017),1,Bryce E. Reeves,65.79%,2612,Republican
2015 November General,CULPEPER COUNTY,047,Member Senate of Virginia (017),1,Write In,0.20%,8,Write-In
2015 November General,CULPEPER COUNTY,047,Member Senate of Virginia (024),1,"Emmett W. Hanger, Jr.",98.28%,3936,Republican
2015 November General,CULPEPER COUNTY,047,Member Senate of Virginia (024),1,Write In,1.72%,69,Write-In
2015 November General,CULPEPER COUNTY,047,Member Senate of Virginia (027),1,Jill Holtzman Vogel,98.15%,1006,Republican
2015 November General,CULPEPER COUNTY,047,Member Senate of Virginia (027),1,Write In,1.85%,19,Write-In
2015 November General,CULPEPER COUNTY,047,Member House of Delegates (018),1,Michael J. Webert,98.49%,2418,Republican
2015 November General,CULPEPER COUNTY,047,Member House of Delegates (018),1,Write In,1.51%,37,Write-In
2015 November General,CULPEPER COUNTY,047,Member House of Delegates (030),1,Nicholas J. Freitas,97.97%,5552,Republican
2015 November General,CULPEPER COUNTY,047,Member House of Delegates (030),1,Write In,2.03%,115,Write-In
2015 November General,CULPEPER COUNTY,047,Clerk of Court (CULPEPER COUNTY),1,Janice J. Corbin,99.50%,8914,
2015 November General,CULPEPER COUNTY,047,Clerk of Court (CULPEPER COUNTY),1,Write In,0.50%,45,
2015 November General,CULPEPER COUNTY,047,Commonwealth's Attorney (CULPEPER COUNTY),1,Paul R. Walther,51.28%,5127,
2015 November General,CULPEPER COUNTY,047,Commonwealth's Attorney (CULPEPER COUNTY),1,Monica J. Chernin,15.96%,1596,
2015 November General,CULPEPER COUNTY,047,Commonwealth's Attorney (CULPEPER COUNTY),1,Megan Revis Frederick,32.63%,3262,
2015 November General,CULPEPER COUNTY,047,Commonwealth's Attorney (CULPEPER COUNTY),1,Write In,0.13%,13,
2015 November General,CULPEPER COUNTY,047,Sheriff (CULPEPER COUNTY),1,Patrick N. Coffey,31.80%,3220,
2015 November General,CULPEPER COUNTY,047,Sheriff (CULPEPER COUNTY),1,Mike E. Grant,2.74%,277,
2015 November General,CULPEPER COUNTY,047,Sheriff (CULPEPER COUNTY),1,Scott H. Jenkins,38.70%,3919,
2015 November General,CULPEPER COUNTY,047,Sheriff (CULPEPER COUNTY),1,"C.M. ""C.J."" Johnson III",26.67%,2701,
2015 November General,CULPEPER COUNTY,047,Sheriff (CULPEPER COUNTY),1,Write In,0.10%,10,
2015 November General,CULPEPER COUNTY,047,Commissioner of Revenue (CULPEPER COUNTY),1,Terry Leigh Yowell,99.00%,8778,
2015 November General,CULPEPER COUNTY,047,Commissioner of Revenue (CULPEPER COUNTY),1,Write In,1.00%,89,
2015 November General,CULPEPER COUNTY,047,Treasurer (CULPEPER COUNTY),1,David L. DeJarnette,99.58%,8948,
2015 November General,CULPEPER COUNTY,047,Treasurer (CULPEPER COUNTY),1,Write In,0.42%,38,
2015 November General,CULPEPER COUNTY,047,Soil and Water Conservation Director Culpeper District (CULPEPER COUNTY),2,Andrew S. Campbell,33.82%,3982,
2015 November General,CULPEPER COUNTY,047,Soil and Water Conservation Director Culpeper District (CULPEPER COUNTY),2,Robert A. Ellis,27.98%,3294,
2015 November General,CULPEPER COUNTY,047,Soil and Water Conservation Director Culpeper District (CULPEPER COUNTY),2,Thomas A. O'Halloran Jr.,37.91%,4463,
2015 November General,CULPEPER COUNTY,047,Soil and Water Conservation Director Culpeper District (CULPEPER COUNTY),2,Write In,0.30%,35,
2015 November General,CULPEPER COUNTY,047,Member Board of Supervisors (CATALPA DISTRICT),1,Richard B. Dykes,46.94%,644,
2015 November General,CULPEPER COUNTY,047,Member Board of Supervisors (CATALPA DISTRICT),1,Sue D. Hansohn,52.99%,727,
2015 November General,CULPEPER COUNTY,047,Member Board of Supervisors (CATALPA DISTRICT),1,Write In,0.07%,1,
2015 November General,CULPEPER COUNTY,047,Member Board of Supervisors (EAST FAIRFAX DISTRICT),1,Steve L. Walker,99.36%,780,
2015 November General,CULPEPER COUNTY,047,Member Board of Supervisors (EAST FAIRFAX DISTRICT),1,Write In,0.64%,5,
2015 November General,CULPEPER COUNTY,047,Member Board of Supervisors (SALEM DISTRICT),1,Alexa V. Fritz,98.66%,1621,
2015 November General,CULPEPER COUNTY,047,Member Board of Supervisors (SALEM DISTRICT),1,Write In,1.34%,22,
2015 November General,CULPEPER COUNTY,047,Member Board of Supervisors (WEST FAIRFAX DISTRICT),1,Gary M. Deal,58.86%,814,
2015 November General,CULPEPER COUNTY,047,Member Board of Supervisors (WEST FAIRFAX DISTRICT),1,Steven E. Nixon,40.93%,566,
2015 November General,CULPEPER COUNTY,047,Member Board of Supervisors (WEST FAIRFAX DISTRICT),1,Write In,0.22%,3,
2015 November General,CULPEPER COUNTY,047,Member School Board (CATALPA DISTRICT),1,Nate J. Clancy,99.58%,1180,
2015 November General,CULPEPER COUNTY,047,Member School Board (CATALPA DISTRICT),1,Write In,0.42%,5,
2015 November General,CULPEPER COUNTY,047,Member School Board (EAST FAIRFAX DISTRICT),1,Patricia A. Baker,99.61%,763,
2015 November General,CULPEPER COUNTY,047,Member School Board (EAST FAIRFAX DISTRICT),1,Write In,0.39%,3,
2015 November General,CULPEPER COUNTY,047,Member School Board (SALEM DISTRICT),1,Anne C. Luckinbill,99.51%,1610,
2015 November General,CULPEPER COUNTY,047,Member School Board (SALEM DISTRICT),1,Write In,0.49%,8,
2015 November General,CULPEPER COUNTY,047,Member School Board (WEST FAIRFAX DISTRICT),1,Rachel C. Carter,99.66%,1174,
2015 November General,CULPEPER COUNTY,047,Member School Board (WEST FAIRFAX DISTRICT),1,Write In,0.34%,4,
2015 November General,CULPEPER COUNTY,047,Member Town Council (CULPEPER),4,Jamie M.D. Clancey,17.06%,1338,
2015 November General,CULPEPER COUNTY,047,Member Town Council (CULPEPER),4,David B. Lochridge,15.36%,1205,
2015 November General,CULPEPER COUNTY,047,Member Town Council (CULPEPER),4,Hank G. Milans III,10.42%,817,
2015 November General,CULPEPER COUNTY,047,Member Town Council (CULPEPER),4,"Frank Reaves, Jr.",22.29%,1748,
2015 November General,CULPEPER COUNTY,047,Member Town Council (CULPEPER),4,"Robert M. ""Bobby"" Ryan",15.62%,1225,
2015 November General,CULPEPER COUNTY,047,Member Town Council (CULPEPER),4,Meaghan E. Taylor,18.84%,1478,
2015 November General,CULPEPER COUNTY,047,Member Town Council (CULPEPER),4,Write In,0.41%,32,
2015 November General,CUMBERLAND COUNTY,049,Member Senate of Virginia (022),1,"Thomas A. Garrett, Jr.",98.00%,1520,Republican
2015 November General,CUMBERLAND COUNTY,049,Member Senate of Virginia (022),1,Write In,2.00%,31,Write-In
2015 November General,CUMBERLAND COUNTY,049,Member House of Delegates (061),1,Gregory L. Marston,35.19%,658,Democratic
2015 November General,CUMBERLAND COUNTY,049,Member House of Delegates (061),1,Thomas C. Wright Jr.,64.71%,1210,Republican
2015 November General,CUMBERLAND COUNTY,049,Member House of Delegates (061),1,Write In,0.11%,2,Write-In
2015 November General,CUMBERLAND COUNTY,049,Clerk of Court (CUMBERLAND COUNTY),1,"Sarah A. ""Kate"" Spry",99.36%,1695,
2015 November General,CUMBERLAND COUNTY,049,Clerk of Court (CUMBERLAND COUNTY),1,Write In,0.64%,11,
2015 November General,CUMBERLAND COUNTY,049,Commonwealth's Attorney (CUMBERLAND COUNTY),1,Patricia D. Scales,97.92%,1646,
2015 November General,CUMBERLAND COUNTY,049,Commonwealth's Attorney (CUMBERLAND COUNTY),1,Write In,2.08%,35,
2015 November General,CUMBERLAND COUNTY,049,Sheriff (CUMBERLAND COUNTY),1,Darrell L. Hodges,99.52%,1854,
2015 November General,CUMBERLAND COUNTY,049,Sheriff (CUMBERLAND COUNTY),1,Write In,0.48%,9,
2015 November General,CUMBERLAND COUNTY,049,Commissioner of Revenue (CUMBERLAND COUNTY),1,Julie A. Phillips,99.42%,1726,
2015 November General,CUMBERLAND COUNTY,049,Commissioner of Revenue (CUMBERLAND COUNTY),1,Write In,0.58%,10,
2015 November General,CUMBERLAND COUNTY,049,Treasurer (CUMBERLAND COUNTY),1,"L. O. ""Lee"" Pfeiffer, Jr.",98.57%,1796,
2015 November General,CUMBERLAND COUNTY,049,Treasurer (CUMBERLAND COUNTY),1,Write In,1.43%,26,
2015 November General,CUMBERLAND COUNTY,049,Soil and Water Conservation Director Peter Francisco District (CUMBERLAND COUNTY),2,Terry  Seal,55.80%,1423,
2015 November General,CUMBERLAND COUNTY,049,Soil and Water Conservation Director Peter Francisco District (CUMBERLAND COUNTY),2,M. Todd Smith,43.73%,1115,
2015 November General,CUMBERLAND COUNTY,049,Soil and Water Conservation Director Peter Francisco District (CUMBERLAND COUNTY),2,Write In,0.47%,12,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 1),1,William F. Osl Jr.,34.85%,138,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 1),1,Write In,65.15%,258,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 2),1,Lloyd Banks,61.73%,279,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 2),1,Tim Kennell,38.27%,173,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 2),1,Write In,0.00%,0,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 3),1,W. Kevin Ingle,100.00%,342,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 3),1,Write In,0.00%,0,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 4),1,David  Meinhard,49.14%,201,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 4),1,Bill Bruce,48.41%,198,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 4),1,Write In,2.44%,10,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 5),1,Parker H. Wheeler,94.72%,269,
2015 November General,CUMBERLAND COUNTY,049,Member Board of Supervisors (DISTRICT 5),1,Write In,5.28%,15,
2015 November General,CUMBERLAND COUNTY,049,Member School Board (DISTRICT 1),1,Ginger M. Sanderson,98.32%,352,
2015 November General,CUMBERLAND COUNTY,049,Member School Board (DISTRICT 1),1,Write In,1.68%,6,
2015 November General,CUMBERLAND COUNTY,049,Member School Board (DISTRICT 2),1,"G. Lee Dowdy, III",98.72%,385,
2015 November General,CUMBERLAND COUNTY,049,Member School Board (DISTRICT 2),1,Write In,1.28%,5,
2015 November General,CUMBERLAND COUNTY,049,Member School Board (DISTRICT 3),1,Eurika Trent-Tyree,95.95%,332,
2015 November General,CUMBERLAND COUNTY,049,Member School Board (DISTRICT 3),1,Write In,4.05%,14,
2015 November General,CUMBERLAND COUNTY,049,Member School Board (DISTRICT 4),1,Cynthia R. Morgan,44.70%,173,
2015 November General,CUMBERLAND COUNTY,049,Member School Board (DISTRICT 4),1,Write In,55.30%,214,
2015 November General,CUMBERLAND COUNTY,049,Member School Board (DISTRICT 5),1,Christine M. Curry Ross,97.55%,279,
2015 November General,CUMBERLAND COUNTY,049,Member School Board (DISTRICT 5),1,Write In,2.45%,7,
2015 November General,DICKENSON COUNTY,051,Member Senate of Virginia (038),1,"A. Benton Chafin, Jr.",98.05%,2871,Republican
2015 November General,DICKENSON COUNTY,051,Member Senate of Virginia (038),1,Write In,1.95%,57,Write-In
2015 November General,DICKENSON COUNTY,051,Member House of Delegates (004),1,Todd E. Pillion,98.60%,2826,Republican
2015 November General,DICKENSON COUNTY,051,Member House of Delegates (004),1,Write In,1.40%,40,Write-In
2015 November General,DICKENSON COUNTY,051,Clerk of Court (DICKENSON COUNTY),1,Richard W. Edwards,98.54%,3446,
2015 November General,DICKENSON COUNTY,051,Clerk of Court (DICKENSON COUNTY),1,Write In,1.46%,51,
2015 November General,DICKENSON COUNTY,051,Commonwealth's Attorney (DICKENSON COUNTY),1,C. Seth Baker,98.36%,3472,
2015 November General,DICKENSON COUNTY,051,Commonwealth's Attorney (DICKENSON COUNTY),1,Write In,1.64%,58,
2015 November General,DICKENSON COUNTY,051,Sheriff (DICKENSON COUNTY),1,"J. ""Scott"" Moore",29.51%,1274,
2015 November General,DICKENSON COUNTY,051,Sheriff (DICKENSON COUNTY),1,Bobby G. Hammons,70.14%,3028,
2015 November General,DICKENSON COUNTY,051,Sheriff (DICKENSON COUNTY),1,Write In,0.35%,15,
2015 November General,DICKENSON COUNTY,051,Commissioner of Revenue (DICKENSON COUNTY),1,Michael Lee Yates,99.27%,3267,
2015 November General,DICKENSON COUNTY,051,Commissioner of Revenue (DICKENSON COUNTY),1,Write In,0.73%,24,
