State,Office.Level,Body.Name,Body_Represents_State,Body_Represents_County,Body_Represents_Muni,Office.Name,Official.Name,Official.Party,locality,votes
VA,County,Dickenson County School Board,VA,Dickenson County,,Member School Board (DISTRICT IV),Rocky D. Barton,,Dickenson County,423
VA,County,Middlesex County Board of Supervisors,VA,Middlesex County,,Member Board of Supervisors (HARMONY VILLAGE),"John D. ""Jack"" Miller, Jr.",,Middlesex County,304
VA,County,Fauquier County School Board,VA,Fauquier County,,Member School Board (CEDAR RUN DISTRICT),Donna R. Grove,,Fauquier County,1961
VA,County,Sussex County Board of Supervisors,VA,Sussex County,,Member Board of Supervisors (COURTHOUSE DISTRICT),C. Eric Fly  ,,Sussex County,280
VA,County,,VA,Rockbridge County,,Treasurer (ROCKBRIDGE COUNTY),Betty S. Trovato,,Rockbridge County,4747
VA,County,Rappahannock County School Board,VA,Rappahannock County,,Member School Board (HAMPTON DISTRICT),Write In,,Rappahannock County,451
VA,County,,VA,Buchanan County,,Commissioner of Revenue (BUCHANAN COUNTY),A. Ruth Horn,,Buchanan County,3692
VA,County,Henrico County Board of Supervisors,VA,Henrico County,,Member Board of Supervisors (FAIRFIELD DISTRICT),Frank J. Thornton,,Henrico County,9005
VA,County,,VA,Appomattox County,,Sheriff (APPOMATTOX COUNTY),Barry E. Letterman,,Appomattox County,1762
VA,County,Pittsylvania County Board of Supervisors,VA,Pittsylvania County,,Member Board of Supervisors (DAN RIVER DISTRICT),Joe Davis,,Pittsylvania County,937
VA,County,,VA,Fairfax County,,Commonwealth's Attorney (FAIRFAX CITY-FAIRFAX COUNTY),Raymond F. Morrogh,,Fairfax County,141886
VA,County,Carroll County Board of Supervisors,VA,Carroll County,,Member Board of Supervisors (PINE CREEK DISTRICT),"R. J. ""Bob"" Martin, Jr. ",,Carroll County,1238
VA,County,Roanoke County School Board,VA,Roanoke County,,Member School Board (CATAWBA DISTRICT),Tom W. McCracken III,,Roanoke County,2653
VA,County,,VA,Highland County,,Commonwealth's Attorney (HIGHLAND COUNTY),Melissa A. Dowd,,Highland County,959
VA,County,,VA,Halifax County,,Commissioner of Revenue (HALIFAX COUNTY),Brenda P. Powell,,Halifax County,6949
VA,County,,VA,Prince William County,,Soil and Water Conservation Director Prince William District (PRINCE WILLIAM COUNTY),Elizabeth H. Ward,,Prince William County,33033
VA,County,,VA,Pulaski County,,Clerk of Court (PULASKI COUNTY),Maetta H. Crewe,,Pulaski County,3637
VA,County,,VA,Appomattox County,,Clerk of Court (APPOMATTOX COUNTY),Janet A. Robertson Hix,,Appomattox County,1758
VA,County,,VA,Rappahannock County,,Clerk of Court (RAPPAHANNOCK COUNTY),"Margaret R. ""Peggy"" Ralph",,Rappahannock County,1917
VA,County,,VA,Culpeper County,,Soil and Water Conservation Director Culpeper District (CULPEPER COUNTY),Thomas A. O'Halloran Jr.,,Culpeper County,4463
VA,County,,VA,Washington County,,Treasurer (WASHINGTON COUNTY),Fred W. Parker,,Washington County,9093
VA,County,King George County Board of Supervisors,VA,King George County,,Member Board of Supervisors (DAHLGREN DISTRICT),"John E. Jenkins, Jr.",,King George County,647
VA,County,Russell County Board of Supervisors,VA,Russell County,,Member Board of Supervisors (DISTRICT 5),Steven G. Breeding,,Russell County,674
VA,County,Fauquier County School Board,VA,Fauquier County,,Member School Board (MARSHALL DISTRICT),"R. E. ""Duke"" Bland",,Fauquier County,2502
VA,County,,VA,Northampton County,,Soil and Water Conservation Director Eastern Shore District (NORTHAMPTON COUNTY),"W. Rawlings Scott, Jr.",,Northampton County,2527
VA,County,,VA,Cumberland County,,Clerk of Court (CUMBERLAND COUNTY),"Sarah A. ""Kate"" Spry",,Cumberland County,1695
VA,County,,VA,Accomack County,,Commonwealth's Attorney (ACCOMACK COUNTY),Gary R. Agar,,Accomack County,6188
VA,County,,VA,Washington County,,Commissioner of Revenue (WASHINGTON COUNTY),"L. David Henry, Jr.",,Washington County,7535
VA,County,King George County School Board,VA,King George County,,Member School Board (DAHLGREN DISTRICT),Gayle W. Hock,,King George County,607
VA,County,Prince William County Board of Supervisors,VA,Prince William County,,Member Board of Supervisors (BRENTSVILLE DISTRICT),Jeanine M. Lawson,,Prince William County,9049
VA,County,,VA,Roanoke County,,Treasurer (ROANOKE COUNTY),F. Kevin Hutchins,,Roanoke County,21035
VA,County,Albemarle County Board of Supervisors,VA,Albemarle County,,Member Board of Supervisors (SCOTTSVILLE DISTRICT),Rick F. Randolph,,Albemarle County,1841
VA,County,,VA,Franklin County,,Commonwealth's Attorney (FRANKLIN COUNTY),"Allen W. ""AJ"" Dudley, Jr.",,Franklin County,6336
VA,County,Sussex County School Board,VA,Sussex County,,Member School Board (BLACKWATER DISTRICT),Laurie S. Latham,,Sussex County,369
VA,County,,VA,Stafford County,,Soil and Water Conservation Director Tri-County/City District (STAFFORD COUNTY),Mike W. Anderson,,Stafford County,17711
VA,County,Buchanan County School Board,VA,Buchanan County,,Member School Board (SOUTH GRUNDY DISTRICT),David C. Thornbury,,Buchanan County,366
VA,County,,VA,Prince Edward County,,Treasurer (PRINCE EDWARD COUNTY),Donna Bowman Nunnally,,Prince Edward County,3424
VA,County,Franklin County School Board,VA,Franklin County,,Member School Board (BLACKWATER DISTRICT),Charles E. Jamison,,Franklin County,1306
VA,County,Wythe County School Board,VA,Wythe County,,Member School Board At Large (WYTHE COUNTY),Lee Hughes Johnson,,Wythe County,3818
VA,County,,VA,Carroll County,,Sheriff (CARROLL COUNTY-GALAX CITY),"John B. ""J. B."" Gardner",,Carroll County,4599
VA,County,Craig County Board of Supervisors,VA,Craig County,,Member Board of Supervisors (CRAIG CREEK DISTRICT),Casey L. McKenzie,,Craig County,294
VA,County,King George County School Board,VA,King George County,,Member School Board (JAMES MADISON DISTRICT),Kristin Tolliver,,King George County,1048
VA,County,Greensville County School Board,VA,Greensville County,,Member School Board (DISTRICT 4),Write In,,Greensville County,438
VA,County,,VA,Powhatan County,,Commissioner of Revenue (POWHATAN COUNTY),"J.B. ""Jamie"" Timberlake II",,Powhatan County,8692
VA,County,Tazewell County School Board,VA,Tazewell County,,Member School Board (NORTHERN DISTRICT),David R. Woodard II,,Tazewell County,1258
VA,County,,VA,Northampton County,,Clerk of Court (NORTHAMPTON COUNTY),Traci L. Johnson,,Northampton County,3406
VA,County,Greensville County Board of Supervisors,VA,Greensville County,,Member Board of Supervisors (DISTRICT 1),Raymond L. Bryant Jr.,,Greensville County,299
VA,County,,VA,Orange County,,Commissioner of Revenue (ORANGE COUNTY),P. Renee Lloyd Pope,,Orange County,5870
VA,County,Bath County Board of Supervisors,VA,Bath County,,Member Board of Supervisors (CEDAR CREEK DISTRICT),Claire A. Collins,,Bath County,205
VA,County,Scott County Board of Supervisors,VA,Scott County,,Member Board of Supervisors (DISTRICT 1),Darrel W. Jeter,,Scott County,574
VA,County,Charlotte County Board of Supervisors,VA,Charlotte County,,Member Board of Supervisors (CULLEN-RED HOUSE DISTRICT),Nancy R. Carwile,,Charlotte County,189
VA,County,Powhatan County School Board,VA,Powhatan County,,Member School Board (DISTRICT 2),James L. Kunka,,Powhatan County,1661
VA,County,Chesterfield County Board of Supervisors,VA,Chesterfield County,,Member Board of Supervisors (DALE DISTRICT),"James M. ""Jim"" Holland",,Chesterfield County,6302
VA,County,King & Queen County Board of Supervisors,VA,King & Queen County,,Member Board of Supervisors (NEWTOWN DISTRICT),Sherrin C. Alsop,,King & Queen County,225
VA,County,,VA,Fluvanna County,,Soil and Water Conservation Director Thomas Jefferson District (FLUVANNA COUNTY),"Thomas A. ""Tom"" Pratley",,Fluvanna County,2684
VA,County,,VA,Floyd County,,Commonwealth's Attorney (FLOYD COUNTY),W. Eric Branscom,,Floyd County,3852
VA,County,,VA,Smyth County,,Member Town Council - Special (MARION),Avery S. Cornett,,Smyth County,541
VA,County,Augusta County School Board,VA,Augusta County,,Member School Board - 2 Year Term (PASTURES DISTRICT),"John L. Ocheltree, Jr.",,Augusta County,2085
VA,County,,VA,Powhatan County,,Treasurer (POWHATAN COUNTY),Faye G. Barton,,Powhatan County,8643
VA,County,,VA,Wise County,,Commonwealth's Attorney (NORTON CITY-WISE COUNTY),"C. H. ""Chuck"" Slemp III",,Wise County,4127
VA,City,,VA,,Harrisonburg City,Sheriff (HARRISONBURG CITY-ROCKINGHAM COUNTY),Bryan F. Hutcheson,,Harrisonburg City,2992
VA,County,Southampton County Board of Supervisors,VA,Southampton County,,Member Board of Supervisors (NEWSOMS DISTRICT),R.  Randolph Cook,,Southampton County,202
VA,County,Essex County Board of Supervisors,VA,Essex County,,Member Board of Supervisors (CENTRAL DISTRICT),John C. Magruder,,Essex County,336
VA,County,Franklin County Board of Supervisors,VA,Franklin County,,Member Board of Supervisors (GILLS CREEK DISTRICT),Bob M. Camicia,,Franklin County,2191
VA,County,,VA,Montgomery County,,Clerk of Court (MONTGOMERY COUNTY),Erica W. Williams,,Montgomery County,10405
VA,County,Warren County Board of Supervisors,VA,Warren County,,Member Board of Supervisors (SHENANDOAH DISTRICT),Thomas H. Sayre,,Warren County,713
VA,County,,VA,Carroll County,,Soil and Water Conservation Director New River District (CARROLL COUNTY),David L. Frazier,,Carroll County,4121
VA,County,,VA,Loudoun County,,Soil and Water Conservation Director Loudoun District (LOUDOUN COUNTY),Marina R. Schumacher,,Loudoun County,34195
VA,County,,VA,Botetourt County,,Commonwealth's Attorney (BOTETOURT COUNTY),Joel R. Branscom,,Botetourt County,5294
VA,County,Rappahannock County Board of Supervisors,VA,Rappahannock County,,Member Board of Supervisors (JACKSON DISTRICT),Ronald L. Frazier,,Rappahannock County,342
VA,County,Henry County Board of Supervisors,VA,Henry County,,Member Board of Supervisors (REED CREEK DISTRICT),"T. J. ""Tommy"" Slaughter",,Henry County,1134
VA,County,Pittsylvania County School Board,VA,Pittsylvania County,,Member School Board (TUNSTALL DISTRICT),George Vence Henderson,,Pittsylvania County,1506
VA,County,Wise County School Board,VA,Wise County,,Member School Board (DISTRICT TWO),"John N. Graham, Jr.",,Wise County,1378
VA,County,,VA,Accomack County,,Sheriff (ACCOMACK COUNTY),Todd E. Godwin,,Accomack County,6541
VA,County,Sussex County Board of Supervisors,VA,Sussex County,,Member Board of Supervisors (WAVERLY DISTRICT),A. G. Futrell,,Sussex County,211
VA,County,,VA,Dinwiddie County,,Sheriff (DINWIDDIE COUNTY),"D. T. ""Duck"" Adams",,Dinwiddie County,3751
VA,County,Charlotte County Board of Supervisors,VA,Charlotte County,,Member Board of Supervisors (DRAKES BRANCH DISTRICT),"Garland H. ""Butch"" Hamlett, Jr.",,Charlotte County,136
VA,County,Greene County Board of Supervisors,VA,Greene County,,Member Board of Supervisors (MONROE DISTRICT),David L. Cox,,Greene County,743
VA,County,Madison County School Board,VA,Madison County,,Member School Board (MADISON COUNTY DISTRICT),Karen M. Allen,,Madison County,2323
VA,County,Washington County Board of Supervisors,VA,Washington County,,Member Board of Supervisors (DISTRICT C),Allison B. Mays,,Washington County,1009
VA,County,,VA,King William County,,Commissioner of Revenue (KING WILLIAM COUNTY),Sally W. Pearson,,King William County,3524
VA,County,Lunenburg County School Board,VA,Lunenburg County,,Member School Board (DISTRICT 4),Ada A. Whitehead,,Lunenburg County,228
VA,County,Montgomery County Board of Supervisors,VA,Montgomery County,,Member Board of Supervisors (DISTRICT F),Mary W. Biggs,,Montgomery County,1527
VA,County,,VA,Wise County,,Soil and Water Conservation Director Lonesome Pine District (WISE COUNTY),Janette F. Kennedy,,Wise County,4157
VA,County,Greensville County School Board,VA,Greensville County,,Member School Board (DISTRICT 2),"Walter D. ""Danny"" Rook",,Greensville County,654
VA,County,,VA,Halifax County,,Commonwealth's Attorney (HALIFAX COUNTY),Tracy Quackenbush Martin,,Halifax County,6933
VA,County,,VA,Lee County,,Commonwealth's Attorney (LEE COUNTY),H. Fuller Cridlin,,Lee County,3845
VA,County,Surry County Board of Supervisors,VA,Surry County,,Member Board of Supervisors (SURRY DISTRICT),John M. Seward,,Surry County,545
VA,County,,VA,New Kent County,,Commissioner of Revenue (NEW KENT COUNTY),Laura M. Ecimovic,,New Kent County,5254
VA,County,,VA,Rockbridge County,,Member Town Council - Glasgow (GLASGOW),Monica J Dock,,Rockbridge County,141
VA,County,Goochland County School Board,VA,Goochland County,,Member School Board (DISTRICT 4),Elizabeth A. Hardy,,Goochland County,1111
VA,County,Loudoun County Board of Supervisors,VA,Loudoun County,,Chairman Board of Supervisors (LOUDOUN COUNTY),Phyllis J. Randall,,Loudoun County,24633
VA,County,,VA,Richmond County,,Commonwealth's Attorney (RICHMOND COUNTY),"Elizabeth A. ""Libby"" Trible",,Richmond County,1643
VA,County,Mecklenburg County Board of Supervisors,VA,Mecklenburg County,,Member Board of Supervisors (DISTRICT 6),"W. E. ""Bill"" Blalock",,Mecklenburg County,482
VA,County,,VA,Scott County,,Sheriff (SCOTT COUNTY),W. John Puckett,,Scott County,3526
VA,County,,VA,Buckingham County,,Commonwealth's Attorney (BUCKINGHAM COUNTY),"E. M. Wright, Jr.",,Buckingham County,2240
VA,County,,VA,Gloucester County,,Commissioner of Revenue (GLOUCESTER COUNTY),Kevin A. Wilson,,Gloucester County,6068
VA,County,Bath County School Board,VA,Bath County,,Member School Board (WILLIAMSVILLE DISTRICT),Rhonda Reid Grimm,,Bath County,272
VA,County,Loudoun County School Board,VA,Loudoun County,,Member School Board (ASHBURN DISTRICT),Eric D. Hornberger,,Loudoun County,5950
VA,County,,VA,Botetourt County,,Treasurer (BOTETOURT COUNTY),"William P. ""Bill"" Arney",,Botetourt County,5160
VA,County,Spotsylvania County Board of Supervisors,VA,Spotsylvania County,,Member Board of Supervisors (CHANCELLOR DISTRICT),Tim Mclaughlin,,Spotsylvania County,2596
VA,County,King William County School Board,VA,King William County,,Member School Board (FOURTH DISTRICT),Lindsay May Robinson,,King William County,634
VA,County,Surry County Board of Supervisors,VA,Surry County,,Member Board of Supervisors (BACONS CASTLE DISTRICT),Judy S. Lyttle,,Surry County,455
VA,County,Appomattox County Board of Supervisors,VA,Appomattox County,,Member Board of Supervisors (WRECK ISLAND DISTRICT),Bryan A. Moody,,Appomattox County,340
VA,County,Scott County Board of Supervisors,VA,Scott County,,Member Board of Supervisors (DISTRICT 6),Chad E. Hood,,Scott County,458
VA,County,,VA,James City County,,Commonwealth's Attorney (JAMES CITY COUNTY-WILLIAMSBURG CITY),"Nathan R. ""Nate"" Green",,James City County,15800
VA,County,Pittsylvania County Board of Supervisors,VA,Pittsylvania County,,Member Board of Supervisors (BANISTER DISTRICT),Jessie L. Barksdale,,Pittsylvania County,1345
VA,County,King & Queen County School Board,VA,King & Queen County,,Member School Board (ST STEPHENS CHURCH DISTRICT),Write In,,King & Queen County,57
VA,County,Fairfax County School Board,VA,Fairfax County,,Member School Board (SULLY DISTRICT),Thomas A. Wilson,,Fairfax County,10243
VA,County,Louisa County School Board,VA,Louisa County,,Member School Board (CUCKOO DISTRICT),Stephen C. Harris,,Louisa County,950
VA,County,,VA,Appomattox County,,Referendum on Food and Beverage Tax (APPOMATTOX COUNTY),No,,Appomattox County,1279
VA,County,,VA,Amelia County,,Treasurer (AMELIA COUNTY),Pamela H. Conyers,,Amelia County,3662
VA,County,Chesterfield County Board of Supervisors,VA,Chesterfield County,,Member Board of Supervisors (BERMUDA DISTRICT),Dorothy A. Jaeckle,,Chesterfield County,8155
VA,County,Prince William County School Board,VA,Prince William County,,Member School Board (BRENTSVILLE DISTRICT),"Gilbert A. ""Gil"" Trenum, Jr.",,Prince William County,8952
VA,County,King William County School Board,VA,King William County,,Member School Board (SECOND DISTRICT),"K.H. ""Kathy"" Morrison",,King William County,751
VA,County,,VA,Highland County,,Commissioner of Revenue (HIGHLAND COUNTY),Darlene C. Crummett,,Highland County,1149
VA,City,,VA,,Poquoson City,Clerk of Court (POQUOSON CITY-YORK COUNTY),Kristen N. Nelson,,Poquoson City,1674
VA,County,,VA,King & Queen County,,Treasurer (KING & QUEEN COUNTY),Irene B. Longest,,King & Queen County,1562
VA,County,,VA,Rockingham County,,Commonwealth's Attorney (HARRISONBURG CITY-ROCKINGHAM COUNTY),Marsha L. Garst,,Rockingham County,9523
VA,County,,VA,Brunswick County,,Treasurer (BRUNSWICK COUNTY),Jacqueline Kay Mangrum,,Brunswick County,3619
VA,County,Augusta County Board of Supervisors,VA,Augusta County,,Member Board of Supervisors (WAYNE DISTRICT),Wendell L. Coleman,,Augusta County,1825
VA,County,,VA,Dinwiddie County,,Commissioner of Revenue (DINWIDDIE COUNTY),Lori K. Stevens,,Dinwiddie County,5648
VA,City,,VA,,Winchester City,Soil and Water Conservation Director Lord Fairfax District (WINCHESTER CITY),Michael M. Neese,,Winchester City,2545
VA,County,Rockbridge County Board of Supervisors,VA,Rockbridge County,,Member Board of Supervisors  (NATURAL BRIDGE DISTRICT),David W. Hinty Jr.,,Rockbridge County,486
VA,County,Loudoun County School Board,VA,Loudoun County,,Member School Board (BLUE RIDGE DISTRICT),Jill A. Turgeon,,Loudoun County,8520
VA,County,Mecklenburg County School Board,VA,Mecklenburg County,,Member School Board (DISTRICT 6),"Rob H. Campbell, Jr.",,Mecklenburg County,719
